Company,Ticker,Date,Call
Lowe's ,LOW,21/6/2017,Buy
Procter & Gamble ,PG,6/10/2017,Negative Mention
Campbell Soup ,CPB,13/5/2016,Positive Mention
PayPal ,PYPL,10/5/2018,Buy
Johnson & Johnson ,JNJ,13/7/2020,Buy
Morgan Stanley ,MS,19/4/2016,Positive Mention
ABM Industries ,ABM,15/12/2016,Buy
Alibaba ,BABA,28/1/2019,Positive Mention
Procter & Gamble ,PG,18/4/2019,Buy
Capital One Financial ,COF,22/5/2017,Sell
Ulta Beauty ,ULTA,1/12/2017,Positive Mention
Wyndham Worldwide ,WYN,4/5/2018,Buy
Home Depot ,HD,21/1/2021,Buy
Johnson & Johnson ,JNJ,3/12/2018,Buy
PerkinElmer ,PKI,17/8/2020,Buy
Toll Brothers ,TOL,23/5/2018,Negative Mention
Bristol-Myers Squibb ,BMY,15/1/2020,Buy
Palo Alto Networks ,PANW,31/8/2016,Negative Mention
Corning ,GLW,6/2/2017,Sell
AGCO ,AGCO,23/6/2017,Buy
Domino's Pizza ,DPZ,18/4/2019,Buy
1-800-Flowers ,FLWS,14/4/2022,Buy
Pepsico ,PEP,24/10/2016,Positive Mention
General Motors ,GM,25/9/2017,Positive Mention
Costco ,COST,8/12/2017,Buy
Enterprise Products Partn ,EPD,2/1/2018,Buy
Wells Fargo ,WFC,15/11/2019,Buy
United Parcel Service ,UPS,1/6/2017,Buy
General Electric ,GE,13/4/2018,Negative Mention
Incyte ,INCY,7/11/2017,Positive Mention
Medtronic ,MDT,11/5/2016,Buy
CSX ,CSX,31/5/2017,Buy
Apple ,AAPL,22/8/2016,Positive Mention
Zoetis ,ZTS,14/9/2021,Buy
Thor Industries ,THO,29/8/2016,Buy
Home Depot ,HD,7/4/2021,Buy
RH ,RH,12/12/2018,Buy
Walgreens Boots Alliance ,WBA,20/10/2017,Sell
Thermo Fisher Scientific ,TMO,13/6/2019,Buy
Enterprise Products Partn ,EPD,23/9/2016,Buy
Cadence Systems ,CDNS,18/8/2020,Buy
Netflix ,NFLX,17/4/2019,Buy
American Express ,AXP,14/6/2021,Buy
Dollar Tree ,DLTR,18/11/2016,Negative Mention
L3Harris Technologies ,LHX,1/8/2019,Buy
Oracle ,ORCL,15/4/2019,Positive Mention
Visa ,V,23/1/2019,Positive Mention
Walt Disney ,DIS,10/5/2017,Buy
JPMorgan Chase ,JPM,27/11/2018,Buy
Mosaic ,MOS,13/4/2017,Buy
DuPont ,DD,7/6/2016,Buy
Diamondback Energy ,FANG,11/5/2018,Buy
Marriott Vacations Worldw ,VAC,28/10/2019,Positive Mention
Apple ,AAPL,26/2/2018,Buy
CyberArk Software ,CYBR,18/5/2016,Buy
IBM ,IBM,28/7/2020,Buy
Vale ,VALE,4/10/2021,Negative Mention
Wells Fargo ,WFC,3/10/2017,Sell
Wells Fargo ,WFC,6/10/2017,Negative Mention
Philip Morris Internation ,PM,28/4/2016,Buy
Grubhub ,GRUB,21/11/2019,Negative Mention
AT&T ,T,4/8/2021,Sell
Boston Beer ,SAM,17/7/2019,Buy
Eli Lilly ,LLY,19/10/2018,Negative Mention
Teladoc ,TDOC,18/11/2020,Buy
Dow ,DOW,29/10/2021,Buy
Kimberly-Clark ,KMB,23/5/2016,Buy
Paycom Software ,PAYC,21/8/2019,Buy
Synopsys ,SNPS,13/6/2019,Buy
Netflix ,NFLX,17/4/2018,Buy
Intuitive Surgical ,ISRG,5/3/2019,Buy
Procter & Gamble ,PG,21/10/2016,Negative Mention
NVIDIA ,NVDA,20/12/2017,Buy
Alphabet ,GOOGL,13/12/2016,Buy
United Parcel Service ,UPS,22/11/2021,Buy
Kratos Defense & Security ,KTOS,4/10/2018,Sell
Raytheon ,RTN,11/9/2018,Buy
Viacom ,VIAB,11/6/2018,Buy
Morgan Stanley ,MS,19/1/2017,Positive Mention
Zoom Video Communications ,ZM,1/2/2022,Positive Mention
General Mills ,GIS,2/5/2018,Buy
Baozun ,BZUN,23/5/2018,Buy
SunCoke Energy Partners ,SXCP,1/8/2016,Sell
Ulta Beauty ,ULTA,11/11/2020,Buy
Levi Strauss ,LEVI,9/7/2021,Buy
PayPal ,PYPL,20/10/2017,Buy
Costco ,COST,25/11/2019,Buy
WD-40 ,WDFC,21/5/2021,Sell
The Trade Desk ,TTD,14/5/2019,Buy
Paychex ,PAYX,20/12/2019,Buy
Carter's ,CRI,25/2/2019,Positive Mention
Six Flags ,SIX,19/8/2019,Negative Mention
Goldman Sachs ,GS,14/9/2018,Buy
Verizon ,VZ,24/10/2018,Buy
Planet Fitness ,PLNT,27/9/2019,Negative Mention
American Tower ,AMT,19/11/2019,Buy
Sarepta Therapeutics ,SRPT,14/3/2019,Buy
Colony NorthStar ,CLNS,16/6/2017,Negative Mention
Seattle Genetics ,SGEN,21/10/2019,Buy
JM Smucker ,SJM,3/4/2019,Buy
American States Water ,AWR,6/12/2019,Buy
Apple ,AAPL,22/1/2020,Positive Mention
Pepsico ,PEP,26/4/2022,Positive Mention
General Electric ,GE,24/10/2016,Negative Mention
General Electric ,GE,21/10/2016,Negative Mention
Campbell Soup ,CPB,15/12/2021,Buy
Regeneron Pharmaceuticals ,REGN,20/3/2018,Negative Mention
Kohl's ,KSS,11/11/2021,Buy
Dow ,DOW,17/4/2019,Buy
Analog Devices ,ADI,7/12/2016,Buy
Red Robin Gourmet Burgers ,RRGB,19/5/2017,Positive Mention
Procter & Gamble ,PG,17/7/2017,Positive Mention
Honeywell ,HON,12/5/2017,Positive Mention
Eli Lilly ,LLY,26/10/2021,Buy
Realty Income ,O,23/10/2018,Sell
KB Home ,KBH,26/10/2016,Positive Mention
Pepsico ,PEP,13/2/2020,Buy
IPG Photonics ,IPGP,8/12/2017,Sell
Corcept Therapeutics ,CORT,28/8/2017,Positive Mention
Agrium ,AGU,30/1/2017,Buy
Celgene ,CELG,22/12/2016,Buy
Honeywell ,HON,3/2/2022,Buy
Best +2 ,BBY,23/2/2017,Negative Mention
Chevron ,CVX,20/10/2017,Negative Mention
Twilio ,TWLO,22/12/2020,Buy
Proofpoint ,PFPT,4/10/2016,Buy
3M ,MMM,9/2/2017,Positive Mention
Tyson Foods ,TSN,19/11/2018,Sell
Celgene ,CELG,28/11/2017,Buy
Coca-Cola ,KO,27/9/2017,Negative Mention
AAR Corp ,AIR,28/9/2016,Buy
Johnson & Johnson ,JNJ,19/10/2021,Buy
CyrusOne ,CONE,21/8/2017,Buy
Oracle ,ORCL,25/4/2017,Positive Mention
VF Corp ,VFC,7/9/2018,Positive Mention
Kraft Heinz ,KHC,24/7/2018,Negative Mention
Biogen Idec ,BIIB,19/7/2018,Positive Mention
Regeneron Pharmaceuticals ,REGN,27/2/2017,Buy
Deere & Company ,DE,4/11/2019,Negative Mention
Johnson Controls ,JCI,4/8/2016,Buy
First Horizon National ,FHN,17/4/2019,Buy
Walmart ,WMT,18/12/2019,Buy
Builders FirstSource ,BLDR,17/8/2020,Buy
Home Depot ,HD,11/7/2016,Buy
Starbucks ,SBUX,15/7/2019,Buy
RPM International ,RPM,9/7/2018,Buy
TJX Companies ,TJX,9/12/2019,Buy
Reynolds American ,RAI,8/3/2017,Sell
Citigroup ,C,22/12/2016,Buy
Kimberly-Clark ,KMB,20/10/2017,Negative Mention
Domino's Pizza ,DPZ,4/10/2019,Negative Mention
Unity Software ,U,11/5/2022,Buy
SoFi Technologies ,SOFI,19/7/2021,Positive Mention
Netflix ,NFLX,16/4/2021,Buy
Trinseo ,TSE,17/5/2018,Buy
El Pollo Loco ,LOCO,15/2/2019,Sell
Celgene ,CELG,27/2/2017,Buy
Bank of Montreal ,BMO,13/7/2017,Buy
Caterpillar ,CAT,6/11/2017,Buy
International Paper ,IP,27/3/2020,Buy
Advance Auto Parts ,AAP,9/10/2018,Positive Mention
NVIDIA ,NVDA,19/10/2021,Buy
Mimecast ,MIME,9/11/2017,Buy
Carmax ,KMX,23/4/2019,Buy
Wisconsin Energy ,WEC,23/10/2019,Buy
The Blackstone Group ,BX,3/5/2018,Buy
Eli Lilly ,LLY,24/6/2021,Buy
PPL Corp ,PPL,27/11/2018,Positive Mention
Walt Disney ,DIS,8/2/2017,Buy
Floor & Decor ,FND,11/1/2018,Buy
Cisco Systems ,CSCO,9/11/2018,Buy
Nordstrom ,JWN,13/7/2017,Negative Mention
Pepsico ,PEP,12/10/2020,Buy
Zoom Video Communications ,ZM,20/7/2020,Buy
NantHealth ,NH,8/6/2016,Negative Mention
Ventas ,VTR,1/4/2019,Buy
McDonald's ,MCD,16/2/2017,Positive Mention
Alteryx ,AYX,21/8/2019,Buy
Mastercard ,MA,19/7/2018,Buy
AbbVie ,ABBV,27/2/2019,Negative Mention
Merck ,MRK,3/5/2017,Positive Mention
Alphabet ,GOOGL,20/4/2017,Buy
AbbVie ,ABBV,30/10/2019,Buy
Amerisourcebergen ,ABC,10/5/2022,Buy
Twilio ,TWLO,18/7/2018,Buy
Mastercard ,MA,28/7/2016,Negative Mention
Global Payments ,GPN,23/5/2018,Buy
FedEx ,FDX,21/12/2016,Buy
Marvell Technology ,MRVL,24/2/2017,Positive Mention
Kraft Heinz ,KHC,20/3/2019,Sell
Travelers Companies ,TRV,17/8/2017,Buy
Hostess Brands ,TWNK,28/3/2017,Sell
Michael Kors ,KORS,2/10/2017,Negative Mention
Dollar Tree ,DLTR,1/3/2019,Buy
Twitter ,TWTR,12/10/2020,Buy
Take-Two Interactive ,TTWO,21/6/2019,Buy
Colgate-Palmolive ,CL,19/10/2018,Negative Mention
Foot Locker ,FL,14/5/2021,Negative Mention
Tesla ,TSLA,17/10/2017,Positive Mention
Okta ,OKTA,20/11/2019,Buy
Northrop Grumman ,NOC,18/9/2017,Buy
TG Therapeutics ,TGTX,13/1/2021,Buy
Parker Hannifin ,PH,20/6/2016,Buy
Constellation Brands ,STZ,23/3/2017,Buy
Walt Disney ,DIS,8/8/2018,Buy
Boeing ,BA,9/9/2019,Positive Mention
Dollar General ,DG,20/5/2016,Negative Mention
Twitter ,TWTR,16/2/2017,Hold
Linde ,LIN,4/10/2021,Buy
Activision Blizzard ,ATVI,17/3/2017,Buy
Heartland Express Inc ,HTLD,2/11/2021,Negative Mention
Kimberly-Clark ,KMB,4/1/2017,Buy
Lockheed Martin ,LMT,22/1/2018,Buy
Walmart ,WMT,16/5/2016,Sell
Electronic Arts ,EA,12/7/2018,Buy
Bristol-Myers Squibb ,BMY,25/10/2016,Negative Mention
CyrusOne ,CONE,7/11/2019,Buy
Empire State Realty Trust ,ESRT,9/4/2018,Sell
3M ,MMM,26/10/2021,Negative Mention
Apple ,AAPL,14/7/2021,Buy
Wells Fargo ,WFC,9/4/2020,Buy
Apple ,AAPL,25/5/2016,Buy
Raytheon ,RTN,10/7/2017,Buy
Home Depot ,HD,12/5/2020,Buy
General Motors ,GM,14/11/2016,Negative Mention
Zoom Video Communications ,ZM,20/1/2021,Buy
Home Depot ,HD,1/8/2017,Positive Mention
PVH Corp ,PVH,2/12/2020,Buy
IBM ,IBM,16/12/2016,Positive Mention
AT&T ,T,12/9/2018,Buy
Nektar Therapeutics ,NKTR,21/5/2019,Negative Mention
AT&T ,T,5/8/2019,Buy
Stanley Black & Decker ,SWK,17/5/2017,Buy
Under Armour ,UAA,19/9/2017,Sell
Clorox ,CLX,8/8/2017,Buy
Honeywell ,HON,20/1/2017,Positive Mention
Steel Dynamics ,STLD,27/3/2017,Positive Mention
Incyte ,INCY,13/6/2017,Buy
Visa ,V,13/3/2019,Buy
Yext ,YEXT,1/6/2018,Positive Mention
Intel ,INTC,16/12/2020,Sell
Peloton ,PTON,17/9/2020,Negative Mention
Cara Therapeutics ,CARA,24/5/2017,Buy
Cisco Systems ,CSCO,26/2/2019,Buy
Williams-Sonoma ,WSM,6/9/2016,Sell
Wendy's ,WEN,26/3/2018,Buy
Estee Lauder ,EL,28/3/2017,Buy
Penn National Gaming ,PENN,30/5/2018,Buy
Becton Dickinson ,BDX,13/5/2019,Buy
Costco ,COST,4/12/2017,Positive Mention
Lam Research ,LRCX,31/5/2017,Buy
Zillow ,Z,21/5/2018,Buy
RR Donnelley ,RRD,3/8/2016,Buy
Federal Realty Investment ,FRT,1/3/2021,Buy
Citigroup ,C,16/7/2018,Buy
Federal Realty Investment ,FRT,5/4/2019,Buy
Thor Industries ,THO,30/1/2017,Buy
McDonald's ,MCD,25/1/2017,Buy
Box ,BOX,25/1/2017,Buy
General Mills ,GIS,25/9/2017,Positive Mention
JM Smucker ,SJM,17/10/2017,Sell
Magellan Midstream Partne ,MMP,24/10/2016,Buy
Holly Energy Partners ,HEP,20/6/2016,Negative Mention
Li Auto ,LI,17/11/2020,Positive Mention
Walmart ,WMT,12/8/2019,Buy
Hasbro ,HAS,31/5/2017,Buy
Henry Schein ,HSIC,4/6/2018,Buy
Johnson & Johnson ,JNJ,15/7/2016,Buy
Mastercard ,MA,20/12/2019,Buy
McDonald's ,MCD,15/10/2020,Buy
Costco ,COST,18/7/2019,Buy
Microsoft ,MSFT,25/1/2019,Buy
Lockheed Martin ,LMT,24/4/2018,Negative Mention
Urban Outfitters ,URBN,4/10/2016,Buy
Apple ,AAPL,16/8/2018,Buy
Wells Fargo ,WFC,19/9/2017,Negative Mention
Under Armour ,UAA,15/11/2019,Buy
Netflix ,NFLX,7/11/2017,Positive Mention
AbbVie ,ABBV,15/1/2020,Buy
Ventas ,VTR,12/8/2019,Buy
Lululemon Athletica ,LULU,29/6/2016,Positive Mention
Dominion Energy ,D,2/2/2017,Buy
Cisco Systems ,CSCO,16/11/2017,Buy
IBM ,IBM,16/7/2019,Buy
Constellation Brands ,STZ,30/6/2021,Buy
Salesforce ,CRM,29/9/2021,Buy
Alibaba ,BABA,12/3/2019,Buy
Salesforce ,CRM,3/4/2019,Buy
Medtronic ,MDT,17/8/2018,Buy
Agnico-Eagle Mines ,AEM,29/7/2019,Buy
Allakos ,ALLK,20/12/2019,Sell
Corning ,GLW,21/12/2021,Negative Mention
Sonos ,SONO,8/8/2018,Sell
Honeywell ,HON,11/10/2019,Negative Mention
Kohl's ,KSS,18/11/2016,Positive Mention
Johnson & Johnson ,JNJ,24/2/2020,Buy
Community Bank System ,CBU,19/7/2017,Sell
Walt Disney ,DIS,14/10/2016,Positive Mention
MGP Ingredients ,MGPI,21/8/2018,Buy
IBM ,IBM,24/2/2020,Positive Mention
Apple ,AAPL,18/11/2016,Buy
Waste Management ,WM,17/3/2017,Buy
Kate Spade ,KATE,15/6/2017,Positive Mention
Salesforce ,CRM,30/5/2018,Buy
Pioneer Natural Resources ,PXD,6/12/2016,Buy
United Rentals ,URI,18/9/2017,Buy
Dexcom ,DXCM,29/3/2018,Buy
Bristol-Myers Squibb ,BMY,27/4/2017,Negative Mention
AeroVironment ,AVAV,25/6/2021,Buy
Carrizo Oil & Gas ,CRZO,1/11/2018,Negative Mention
FMC Corp ,FMC,26/10/2017,Buy
Texas Instruments ,TXN,10/1/2017,Buy
McDonald's ,MCD,6/5/2016,Positive Mention
NVIDIA ,NVDA,12/12/2019,Buy
Zoe's Kitchen ,ZOES,16/5/2016,Buy
American Electric Power ,AEP,10/1/2019,Buy
Goodyear Tire & Rubber ,GT,1/4/2019,Sell
Funko ,FNKO,6/3/2019,Buy
Monster Beverage ,MNST,25/10/2016,Positive Mention
Alder BioPharmaceuticals ,ALDR,16/10/2019,Sell
Dominion Energy ,D,24/1/2018,Buy
Pure Storage ,PSTG,7/11/2019,Sell
Service Corp ,SCI,4/5/2021,Buy
Domino's Pizza ,DPZ,22/4/2016,Positive Mention
KeyCorp ,KEY,22/2/2017,Buy
Apple ,AAPL,23/11/2020,Buy
PVH Corp ,PVH,27/3/2020,Positive Mention
Goldman Sachs ,GS,18/12/2018,Positive Mention
Sarepta Therapeutics ,SRPT,30/6/2016,Negative Mention
Plains All American Pipel ,PAA,4/11/2019,Sell
Honeywell ,HON,26/4/2016,Buy
Honeywell ,HON,10/5/2016,Buy
Honeywell ,HON,13/6/2017,Buy
Honeywell ,HON,5/10/2016,Buy
McKesson ,MCK,17/12/2020,Buy
American Express ,AXP,22/5/2017,Sell
Exxon Mobil ,XOM,10/4/2018,Buy
Take-Two Interactive ,TTWO,26/3/2019,Positive Mention
Delta Air Lines ,DAL,18/9/2018,Positive Mention
CVS Health ,CVS,14/9/2020,Positive Mention
Acushnet 0ings ,GOLF,3/8/2020,Buy
Synaptics ,SYNA,9/7/2021,Buy
McKesson ,MCK,4/1/2021,Buy
General Dynamics ,GD,3/5/2017,Buy
Home Depot ,HD,29/11/2018,Positive Mention
Toyota Motor ,TM,22/5/2019,Buy
Dicks Sporting Goods ,DKS,1/9/2016,Buy
FibroGen ,FGEN,2/11/2020,Buy
Honeywell ,HON,25/7/2017,Buy
Revance Therapeutics ,RVNC,18/4/2016,Buy
Bank of America ,BAC,16/11/2016,Buy
EPR Properties ,EPR,23/8/2016,Buy
PBF Energy ,PBF,14/10/2016,Sell
Best +2 ,BBY,1/8/2017,Positive Mention
Levi Strauss ,LEVI,1/4/2022,Positive Mention
Occidental Petroleum ,OXY,13/7/2017,Buy
Newmont Goldcorp ,NEM,29/6/2020,Buy
Celgene ,CELG,31/8/2017,Buy
Lowe's ,LOW,16/11/2017,Negative Mention
Rocket Companies ,RKT,20/1/2021,Negative Mention
DowDuPont ,DWDP,12/10/2018,Buy
Target ,TGT,12/5/2020,Buy
Pepsico ,PEP,21/3/2019,Buy
HP ,HPQ,22/11/2019,Negative Mention
SBA Communications ,SBAC,16/5/2016,Positive Mention
Thor Industries ,THO,21/12/2020,Buy
Teladoc ,TDOC,12/5/2021,Negative Mention
Nike ,NKE,3/8/2017,Buy
Waste Management ,WM,27/2/2019,Buy
Take-Two Interactive ,TTWO,21/7/2016,Buy
Walmart ,WMT,5/10/2020,Buy
Constellation Brands ,STZ,20/8/2018,Buy
Vicor ,VICR,28/1/2019,Negative Mention
Uber ,UBER,7/2/2020,Buy
Bristol-Myers Squibb ,BMY,26/10/2017,Negative Mention
Wayfair ,W,17/9/2018,Positive Mention
Advanced Micro Devices ,AMD,11/11/2020,Buy
Hershey Foods ,HSY,11/4/2022,Buy
Campbell Soup ,CPB,24/8/2018,Negative Mention
NVIDIA ,NVDA,4/6/2018,Buy
Mazor Robotics ,MZOR,19/7/2017,Negative Mention
Activision Blizzard ,ATVI,19/8/2020,Buy
Johnson Controls ,JCI,14/4/2022,Buy
Waste Management ,WM,20/4/2018,Buy
Magna International ,MGA,6/9/2016,Negative Mention
CrowdStrike ,CRWD,25/9/2019,Buy
T-Mobile US ,TMUS,23/2/2017,Buy
Alphabet ,GOOGL,1/5/2017,Buy
Centene ,CNC,4/10/2016,Negative Mention
Exxon Mobil ,XOM,20/10/2017,Negative Mention
Avangrid ,AGR,8/3/2017,Buy
Kimberly-Clark ,KMB,21/5/2018,Buy
Huntington Ingalls ,HII,26/4/2018,Sell
Estee Lauder ,EL,23/8/2021,Buy
IBM ,IBM,13/12/2016,Buy
JPMorgan Chase ,JPM,13/4/2017,Positive Mention
Autodesk ,ADSK,3/2/2017,Buy
Caterpillar ,CAT,4/10/2017,Negative Mention
Honeywell ,HON,11/10/2016,Negative Mention
Home Depot ,HD,15/9/2016,Positive Mention
Visa ,V,5/10/2017,Buy
Home Depot ,HD,20/11/2017,Buy
Constellation Brands ,STZ,14/5/2021,Buy
McDonald's ,MCD,18/4/2016,Positive Mention
Green Brick Partners ,GRBK,8/2/2021,Sell
Eli Lilly ,LLY,28/3/2019,Buy
Anika Therapeutics ,ANIK,28/10/2016,Buy
Williams-Sonoma ,WSM,20/6/2018,Buy
Baidu.com ,BIDU,27/4/2021,Buy
Dominion Energy ,D,26/4/2018,Buy
Qualcomm ,QCOM,19/3/2020,Buy
Netflix ,NFLX,15/5/2018,Buy
Henry Schein ,HSIC,16/6/2016,Buy
AbbVie ,ABBV,13/3/2017,Buy
Estee Lauder ,EL,24/10/2017,Buy
ArcelorMittal ,MT,14/1/2019,Sell
Halliburton ,HAL,18/6/2019,Sell
Microsoft ,MSFT,21/12/2020,Buy
Costco ,COST,21/1/2020,Buy
Pepsico ,PEP,24/4/2020,Buy
Amgen ,AMGN,25/8/2020,Buy
Johnson & Johnson ,JNJ,26/4/2016,Buy
Hasbro ,HAS,8/6/2018,Buy
Intuitive Surgical ,ISRG,17/8/2017,Buy
Starbucks ,SBUX,12/11/2018,Buy
Kroger ,KR,19/6/2017,Sell
Smith & Wesson ,SWHC,4/5/2016,Negative Mention
Costco ,COST,24/2/2021,Buy
Wendy's ,WEN,5/11/2021,Buy
Walmart ,WMT,19/8/2019,Buy
Alibaba ,BABA,4/5/2021,Buy
Stanley Black & Decker ,SWK,20/10/2017,Buy
ZScaler ,ZS,31/5/2019,Buy
RH ,RH,19/4/2021,Buy
Abercrombie & Fitch ,ANF,20/3/2018,Positive Mention
Morgan Stanley ,MS,16/10/2018,Buy
General Electric ,GE,13/10/2017,Sell
MPLX ,MPLX,18/11/2019,Sell
HP ,HPQ,11/12/2020,Buy
Broadcom ,AVGO,18/1/2017,Positive Mention
Children's Place ,PLCE,14/12/2018,Positive Mention
Interpublic Group of Comp ,IPG,2/12/2020,Buy
Yum! Brands ,YUM,12/4/2021,Buy
Denbury ,DEN,25/8/2021,Buy
Home Depot ,HD,9/11/2017,Buy
Accenture ,ACN,10/5/2016,Buy
Xilinx ,XLNX,29/4/2019,Positive Mention
Cypress Semiconductor ,CY,18/10/2019,Sell
Schlumberger ,SLB,18/4/2018,Buy
Lithia Motors ,LAD,22/7/2021,Buy
Tallgrass Energy Partners ,TEP,15/11/2016,Buy
Vertex Pharmaceuticals ,VRTX,9/9/2021,Positive Mention
Southwest Airlines ,LUV,18/11/2016,Buy
Hasbro ,HAS,22/8/2017,Buy
Planet Fitness ,PLNT,13/11/2019,Buy
Walgreens Boots Alliance ,WBA,8/10/2021,Sell
AutoNation ,AN,30/3/2021,Buy
PPG Industries ,PPG,22/12/2016,Buy
Intuit ,INTU,24/6/2020,Buy
Walmart ,WMT,19/3/2020,Buy
Bank of Internet ,BOFI,28/4/2017,Sell
Cisco Systems ,CSCO,7/2/2020,Negative Mention
EPR Properties ,EPR,27/1/2020,Buy
NiSource ,NI,26/4/2017,Buy
Walt Disney ,DIS,30/7/2019,Buy
Hasbro ,HAS,9/7/2018,Buy
Morgan Stanley ,MS,9/7/2018,Positive Mention
ProLogis ,PLD,19/4/2022,Buy
JPMorgan Chase ,JPM,6/10/2017,Buy
Chipotle Mexican Grill ,CMG,15/2/2019,Buy
VMware ,VMW,14/12/2017,Buy
JM Smucker ,SJM,31/5/2019,Negative Mention
Williams-Sonoma ,WSM,23/8/2018,Buy
FedEx ,FDX,15/5/2017,Buy
Smartsheet ,SMAR,19/10/2018,Negative Mention
Alexion Pharmaceuticals ,ALXN,24/5/2016,Positive Mention
Yum! Brands ,YUM,10/7/2017,Buy
Coca-Cola ,KO,21/9/2020,Buy
Reynolds American ,RAI,28/4/2016,Sell
Walmart ,WMT,14/5/2020,Buy
Thor Industries ,THO,14/9/2018,Negative Mention
Scotts Miracle-Gro ,SMG,23/3/2022,Negative Mention
Caterpillar ,CAT,18/12/2017,Buy
Nikola ,NKLA,8/10/2020,Sell
Boeing ,BA,18/1/2022,Buy
Morgan Stanley ,MS,8/10/2021,Buy
Morgan Stanley ,MS,8/10/2021,Buy
T-Mobile US ,TMUS,24/3/2022,Buy
Regeneron Pharmaceuticals ,REGN,5/10/2020,Positive Mention
Wells Fargo ,WFC,25/5/2016,Buy
Scotts Miracle-Gro ,SMG,24/9/2019,Negative Mention
F5 Networks ,FFIV,26/1/2022,Sell
McDonald's ,MCD,7/6/2017,Buy
Realty Income ,O,12/4/2018,Sell
Planet Fitness ,PLNT,31/5/2019,Buy
Starbucks ,SBUX,2/8/2018,Buy
Zimmer Biomet ,ZBH,29/11/2016,Positive Mention
Palo Alto Networks ,PANW,27/10/2021,Buy
Roku ,ROKU,3/6/2020,Negative Mention
Caterpillar ,CAT,16/6/2020,Negative Mention
Raytheon ,RTN,4/10/2018,Buy
JM Smucker ,SJM,2/6/2017,Positive Mention
Micron Technology ,MU,13/4/2018,Negative Mention
Pioneer Natural Resources ,PXD,21/10/2020,Buy
Etsy ,ETSY,19/8/2019,Buy
Tractor Supply ,TSCO,25/4/2019,Buy
Spirit Airlines ,SAVE,6/4/2022,Sell
Spirit AeroSystems ,SPR,24/4/2018,Positive Mention
Salesforce ,CRM,5/6/2019,Buy
Elastic ,ESTC,25/11/2019,Sell
Walt Disney ,DIS,22/10/2019,Buy
Walt Disney ,DIS,25/9/2019,Positive Mention
Dicks Sporting Goods ,DKS,20/10/2017,Sell
Procter & Gamble ,PG,15/5/2019,Buy
Dunkin Brands ,DNKN,18/6/2019,Negative Mention
Insmed ,INSM,1/12/2021,Negative Mention
Gilead Sciences ,GILD,25/8/2016,Negative Mention
United Technologies ,UTX,4/1/2019,Buy
Linde ,LIN,18/3/2021,Buy
Lululemon Athletica ,LULU,18/6/2019,Buy
UnitedHealth Group ,UNH,21/12/2016,Buy
Arris Group ,ARRS,21/12/2017,Sell
STORE Capital ,STOR,21/6/2018,Negative Mention
Apple ,AAPL,6/2/2018,Buy
Apple ,AAPL,19/8/2020,Positive Mention
Target ,TGT,29/8/2017,Buy
On 0ing ,ONON,23/3/2022,Negative Mention
Cisco Systems ,CSCO,1/4/2019,Buy
UnitedHealth Group ,UNH,4/10/2016,Buy
Norwegian Cruise Line ,NCLH,1/3/2019,Buy
XPO Logistics ,XPO,9/5/2017,Buy
Home Depot ,HD,5/10/2017,Buy
Starbucks ,SBUX,24/10/2019,Buy
Bausch Health ,BHC,14/2/2020,Buy
Medtronic ,MDT,19/5/2017,Buy
Burlington Stores ,BURL,17/4/2018,Buy
General Mills ,GIS,15/9/2017,Positive Mention
Gap ,GPS,19/9/2017,Buy
Visa ,V,8/8/2018,Buy
Nano Dimension ,NNDM,6/7/2021,Sell
Mastercard ,MA,23/1/2019,Buy
CSX ,CSX,29/8/2016,Buy
Camping World ,CWH,12/4/2017,Positive Mention
IBM ,IBM,1/4/2019,Buy
Cedar Fair ,FUN,17/10/2019,Buy
Whole Foods Markets ,WFM,28/10/2016,Negative Mention
Boeing ,BA,30/10/2017,Buy
Arris Group ,ARRS,18/10/2016,Negative Mention
Apple ,AAPL,1/5/2020,Buy
Whole Foods Markets ,WFM,7/9/2016,Negative Mention
Lam Research ,LRCX,4/6/2018,Buy
McCormick ,MKC,23/7/2018,Buy
Netflix ,NFLX,5/9/2019,Negative Mention
Target ,TGT,13/6/2019,Positive Mention
Micron Technology ,MU,22/5/2018,Buy
PayPal ,PYPL,17/9/2018,Buy
Western Digital ,WDC,9/5/2017,Positive Mention
Boeing ,BA,4/1/2018,Buy
Las Vegas Sands ,LVS,18/6/2019,Negative Mention
BioMarin ,BMRN,10/5/2018,Buy
Airbnb ,ABNB,21/6/2021,Buy
Home Depot ,HD,1/11/2016,Negative Mention
ProLogis ,PLD,18/7/2017,Buy
Cisco Systems ,CSCO,9/1/2017,Positive Mention
Boeing ,BA,28/2/2018,Buy
Idexx Laboratories ,IDXX,2/5/2019,Buy
Incyte ,INCY,22/2/2017,Buy
Travelers Companies ,TRV,20/6/2019,Buy
Procter & Gamble ,PG,18/1/2019,Buy
Core Labs ,CLB,18/4/2018,Buy
CVS Health ,CVS,25/2/2019,Negative Mention
Constellation Brands ,STZ,3/6/2016,Buy
Constellation Brands ,STZ,22/6/2017,Buy
United Technologies ,UTX,20/4/2018,Positive Mention
NVIDIA ,NVDA,24/8/2016,Buy
Snap-on ,SNA,7/8/2017,Buy
Johnson & Johnson ,JNJ,22/7/2016,Buy
T-Mobile US ,TMUS,8/12/2017,Buy
Target ,TGT,8/6/2022,Positive Mention
Raytheon ,RTN,3/5/2017,Buy
