Company,Ticker,Date,Call
CRISPR Therapeutics ,CRSP,22/6/2018,Buy
Cisco Systems ,CSCO,7/2/2017,Positive Mention
American Electric Power ,AEP,19/12/2016,Buy
Cisco Systems ,CSCO,28/9/2016,Buy
T-Mobile US ,TMUS,19/4/2018,Buy
IBM ,IBM,14/4/2022,Positive Mention
Abbott Laboratories ,ABT,13/8/2018,Buy
MGM Resorts ,MGM,17/7/2017,Buy
Prothena ,PRTA,24/8/2021,Buy
VF Corp ,VFC,11/10/2017,Positive Mention
Netflix ,NFLX,27/9/2016,Negative Mention
Clorox ,CLX,17/5/2016,Negative Mention
Costco ,COST,14/7/2020,Positive Mention
Blink Charging ,BLNK,2/11/2021,Negative Mention
Bank of America ,BAC,4/12/2019,Positive Mention
Rockwell Automation ,ROK,10/11/2021,Buy
Micron Technology ,MU,12/10/2021,Positive Mention
Planet Fitness ,PLNT,22/3/2019,Buy
Ventas ,VTR,7/10/2016,Buy
Centene ,CNC,7/2/2017,Buy
ConAgra Foods ,CAG,19/12/2019,Buy
Grubhub ,GRUB,1/11/2019,Sell
Five Below ,FIVE,8/6/2018,Buy
McCormick ,MKC,30/8/2016,Negative Mention
Foot Locker ,FL,26/9/2016,Buy
Martin Marietta Materials ,MLM,29/8/2017,Buy
Citigroup ,C,26/7/2017,Buy
Ross Stores ,ROST,18/11/2016,Buy
Walmart ,WMT,18/1/2017,Negative Mention
Clorox ,CLX,15/8/2017,Buy
Goldman Sachs ,GS,13/10/2017,Buy
Zoom Video Communications ,ZM,19/12/2019,Sell
Kraft Heinz ,KHC,25/2/2019,Sell
Tanger Factory Outlet Cen ,SKT,24/2/2017,Buy
NVIDIA ,NVDA,9/8/2017,Buy
Zoom Video Communications ,ZM,18/6/2020,Buy
Best +2 ,BBY,2/1/2018,Positive Mention
Apple ,AAPL,21/12/2021,Buy
eBay ,EBAY,23/5/2017,Buy
Regeneron Pharmaceuticals ,REGN,1/11/2016,Negative Mention
Kohl's ,KSS,12/4/2019,Buy
Raytheon ,RTN,16/5/2018,Buy
IBM ,IBM,19/3/2019,Buy
Johnson & Johnson ,JNJ,12/6/2019,Positive Mention
Centene ,CNC,26/10/2021,Buy
Toll Brothers ,TOL,8/3/2019,Positive Mention
ConAgra Foods ,CAG,6/2/2018,Positive Mention
American Electric Power ,AEP,6/10/2017,Buy
PayPal ,PYPL,8/12/2020,Buy
Alexandria Real Estate Eq ,ARE,2/8/2016,Buy
Splunk ,SPLK,16/12/2019,Buy
AbbVie ,ABBV,22/6/2017,Buy
Tyson Foods ,TSN,1/11/2017,Buy
TJX Companies ,TJX,13/9/2017,Buy
AutoZone ,AZO,15/2/2019,Buy
Genpact ,G,11/6/2019,Buy
Intel ,INTC,4/5/2017,Buy
Whole Foods Markets ,WFM,11/5/2017,Negative Mention
AT&T ,T,15/9/2017,Negative Mention
Electronic Arts ,EA,19/7/2017,Buy
Stamps.com ,STMP,18/7/2016,Negative Mention
Advanced Energy Industrie ,AEIS,8/5/2017,Positive Mention
HD Supply ,HDS,9/3/2018,Positive Mention
Noble Midstream Partners ,NBLX,2/10/2018,Sell
Dominion Energy ,D,17/1/2018,Buy
Dominion Energy ,D,11/1/2017,Buy
Bristol-Myers Squibb ,BMY,22/7/2016,Positive Mention
General Motors ,GM,8/3/2018,Sell
Kimberly-Clark ,KMB,24/10/2016,Negative Mention
Lockheed Martin ,LMT,6/12/2016,Negative Mention
DineEquity ,DIN,3/8/2016,Negative Mention
Apple ,AAPL,12/7/2018,Buy
Constellation Brands ,STZ,4/4/2019,Buy
Global Payments ,GPN,9/6/2021,Buy
KB Home ,KBH,18/3/2022,Positive Mention
Huntington Ingalls ,HII,8/6/2017,Positive Mention
Dollar Tree ,DLTR,19/11/2021,Positive Mention
National Oilwell Varco ,NOV,3/2/2017,Buy
EQT Midstream Partners ,EQM,21/4/2017,Buy
American Airlines ,AAL,14/10/2016,Negative Mention
Skyworks Solutions ,SWKS,10/1/2017,Negative Mention
Union Pacific ,UNP,26/10/2017,Buy
Honeywell ,HON,29/8/2016,Buy
Panera Bread ,PNRA,17/5/2017,Positive Mention
Chevron ,CVX,21/12/2016,Buy
Roblox ,RBLX,28/7/2021,Buy
Kohl's ,KSS,9/5/2017,Buy
Abbott Laboratories ,ABT,18/11/2016,Positive Mention
United Technologies ,UTX,30/8/2017,Positive Mention
Johnson & Johnson ,JNJ,15/3/2021,Buy
Darden Restaurants ,DRI,12/8/2019,Positive Mention
Brookfield Infrastructure ,BIP,1/8/2017,Buy
TripAdvisor ,TRIP,24/5/2017,Sell
Exxon Mobil ,XOM,1/4/2019,Buy
Chipotle Mexican Grill ,CMG,30/8/2016,Buy
Waste Management ,WM,13/6/2018,Buy
Eli Lilly ,LLY,1/3/2017,Positive Mention
HD Supply ,HDS,7/6/2019,Positive Mention
American Express ,AXP,6/7/2021,Buy
Outerwall ,OUTR,25/4/2016,Sell
3M ,MMM,7/6/2016,Positive Mention
Hormel Foods ,HRL,20/12/2018,Buy
GlaxoSmithKline ,GSK,20/12/2021,Buy
Gilead Sciences ,GILD,22/7/2016,Positive Mention
Verizon ,VZ,6/7/2017,Negative Mention
Bank of America ,BAC,13/12/2021,Buy
CyberArk Software ,CYBR,9/11/2017,Buy
Hawaiian 0ings ,HA,27/4/2016,Negative Mention
Walt Disney ,DIS,2/2/2021,Buy
Progress Software ,PRGS,4/3/2022,Sell
Intel ,INTC,17/1/2018,Buy
Columbia Sportswear ,COLM,29/10/2018,Buy
Clorox ,CLX,3/8/2017,Buy
Palo Alto Networks ,PANW,16/5/2016,Buy
Mondelez International ,MDLZ,28/4/2017,Negative Mention
Tandem Diabetes Care ,TNDM,9/11/2021,Buy
Wells Fargo ,WFC,17/7/2019,Negative Mention
Netflix ,NFLX,7/8/2017,Buy
Walt Disney ,DIS,11/10/2016,Negative Mention
Johnson & Johnson ,JNJ,20/4/2022,Buy
AutoNation ,AN,14/9/2017,Positive Mention
JM Smucker ,SJM,10/2/2017,Positive Mention
Palo Alto Networks ,PANW,22/12/2021,Buy
Texas Roadhouse ,TXRH,8/6/2016,Buy
Burlington Stores ,BURL,10/4/2017,Buy
Bank of America ,BAC,19/10/2021,Buy
Alibaba ,BABA,28/2/2018,Buy
Block ,SQ,26/2/2018,Positive Mention
Iron Mountain ,IRM,12/8/2021,Buy
Hormel Foods ,HRL,14/5/2021,Negative Mention
Johnson & Johnson ,JNJ,18/10/2017,Buy
Caterpillar ,CAT,20/1/2017,Negative Mention
Apple ,AAPL,3/5/2016,Buy
Wells Fargo ,WFC,11/4/2019,Buy
Visa ,V,17/7/2017,Buy
Verizon ,VZ,1/8/2017,Buy
Ollie's Bargain Outlet ,OLLI,10/2/2020,Negative Mention
CyberArk Software ,CYBR,1/6/2017,Buy
Oracle ,ORCL,8/12/2017,Negative Mention
Take-Two Interactive ,TTWO,14/9/2017,Buy
International Paper ,IP,1/12/2016,Buy
Workday ,WDAY,22/5/2017,Buy
Wingstop ,WING,3/11/2021,Buy
United Parcel Service ,UPS,10/7/2019,Buy
General Dynamics ,GD,10/1/2018,Buy
MarketAxess ,MKTX,11/11/2019,Buy
Sherwin-Williams ,SHW,8/2/2021,Buy
Signet Jewelers ,SIG,11/11/2021,Buy
Beyond Meat ,BYND,31/5/2019,Negative Mention
CVS Health ,CVS,7/1/2022,Buy
American Tower ,AMT,12/1/2017,Buy
McDonald's ,MCD,17/9/2018,Negative Mention
Verisk Analytics ,VRSK,30/4/2018,Buy
Burlington Stores ,BURL,13/8/2018,Buy
Nike ,NKE,24/10/2017,Negative Mention
Commerce Bancshares ,CBSH,18/5/2017,3
Celgene ,CELG,25/8/2016,Buy
Chicago Mercantile Exchan ,CME,19/8/2019,Buy
Adobe Systems ,ADBE,7/11/2016,Buy
Constellation Brands ,STZ,4/8/2016,Negative Mention
Oracle ,ORCL,6/12/2019,Positive Mention
Regeneron Pharmaceuticals ,REGN,14/11/2017,Buy
CVS Health ,CVS,7/5/2019,Buy
Logitech International ,LOGI,30/4/2021,Buy
General Mills ,GIS,18/5/2017,Positive Mention
ZIM Integrated Shipping ,ZIM,21/4/2022,Sell
Walt Disney ,DIS,19/7/2018,Buy
AbbVie ,ABBV,31/1/2018,Buy
Kraft Heinz ,KHC,17/10/2018,Negative Mention
Nike ,NKE,16/5/2016,Negative Mention
Alibaba ,BABA,5/2/2019,Buy
Match Group ,MTCH,11/2/2021,Buy
Domino's Pizza ,DPZ,16/8/2018,Buy
Starbucks ,SBUX,22/3/2018,Negative Mention
Verizon ,VZ,27/4/2020,Buy
Intuit ,INTU,15/2/2019,Buy
McCormick ,MKC,1/8/2018,Buy
Target ,TGT,28/2/2017,Sell
Costco ,COST,6/12/2019,Buy
PennyMac Financial ,PFSI,19/4/2021,Positive Mention
PayPal ,PYPL,27/7/2020,Buy
Mastercard ,MA,22/12/2021,Buy
Goldman Sachs ,GS,25/4/2018,Buy
C3.ai ,AI,6/7/2021,Negative Mention
Berkshire Hathaway ,BRK.B,18/9/2017,Buy
Federal Realty Investment ,FRT,8/4/2022,Buy
International Flavors and ,IFF,30/11/2016,Negative Mention
Adobe Systems ,ADBE,10/3/2017,Buy
Emerson Electric ,EMR,13/6/2017,Buy
American Tower ,AMT,6/4/2021,Sell
Dollar General ,DG,12/4/2019,Buy
Dunkin Brands ,DNKN,24/4/2018,Positive Mention
Southern Company ,SO,8/11/2019,Buy
Lyft ,LYFT,10/7/2019,Negative Mention
Clorox ,CLX,29/4/2016,Negative Mention
Starbucks ,SBUX,26/7/2021,Buy
Colgate-Palmolive ,CL,8/6/2018,Buy
Lockheed Martin ,LMT,27/7/2016,Buy
Alphabet ,GOOGL,12/5/2017,Buy
Gilead Sciences ,GILD,19/5/2017,Negative Mention
Fox Factory ,FOXF,5/11/2018,Buy
Texas Instruments ,TXN,22/7/2016,Positive Mention
Clorox ,CLX,3/8/2016,Buy
Chipotle Mexican Grill ,CMG,1/8/2019,Buy
Home Depot ,HD,1/6/2016,Positive Mention
Nucor ,NUE,15/3/2018,Buy
American Electric Power ,AEP,8/6/2016,Buy
Domino's Pizza ,DPZ,22/5/2017,Buy
T-Mobile US ,TMUS,6/8/2018,Buy
AbbVie ,ABBV,3/8/2016,Buy
Lululemon Athletica ,LULU,24/10/2018,Buy
AbbVie ,ABBV,27/1/2022,Buy
Johnson & Johnson ,JNJ,13/10/2017,Buy
Target ,TGT,10/1/2019,Buy
Dominion Energy ,D,22/1/2019,Buy
Dave and Busters ,PLAY,2/6/2017,Buy
Honeywell ,HON,31/8/2017,Buy
Abbott Laboratories ,ABT,12/10/2018,Buy
TJX Companies ,TJX,21/6/2017,Negative Mention
Broadcom ,AVGO,28/10/2020,Buy
Constellation Brands ,STZ,5/10/2017,Buy
Apple ,AAPL,7/11/2018,Buy
HealthEquity ,HQY,7/5/2019,Buy
Walmart ,WMT,26/5/2016,Buy
Southern Company ,SO,30/1/2020,Negative Mention
Visa ,V,17/9/2018,Buy
CSX ,CSX,10/1/2020,Buy
Caterpillar ,CAT,12/12/2019,Negative Mention
Illinois Tool Works ,ITW,6/6/2018,Positive Mention
Comcast ,CMCSA,24/1/2017,Buy
Occidental Petroleum ,OXY,28/10/2016,Positive Mention
Incyte ,INCY,21/12/2021,Buy
Spirit AeroSystems ,SPR,15/7/2019,Negative Mention
Consolidated Edison ,ED,1/9/2016,Positive Mention
Foot Locker ,FL,12/5/2017,Buy
Kellogg ,K,3/6/2016,Negative Mention
Consolidated Edison ,ED,8/3/2018,Buy
Qorvo ,QRVO,15/9/2017,Positive Mention
VMware ,VMW,31/1/2019,Buy
Express Scripts ,ESRX,30/11/2016,Negative Mention
American Electric Power ,AEP,3/3/2021,Buy
Kellogg ,K,29/6/2016,Positive Mention
FedEx ,FDX,21/10/2021,Negative Mention
AeroVironment ,AVAV,26/2/2019,Negative Mention
McCormick ,MKC,27/9/2019,Buy
Lowe's ,LOW,18/5/2016,Buy
Charles Schwab ,SCHW,12/4/2022,Buy
FedEx ,FDX,20/5/2016,Buy
Walgreens Boots Alliance ,WBA,18/5/2017,Buy
Netflix ,NFLX,22/1/2020,Positive Mention
Dexcom ,DXCM,19/1/2017,Buy
Procter & Gamble ,PG,16/5/2016,Positive Mention
Buffalo Wild Wings ,BWLD,28/7/2016,Negative Mention
Goldman Sachs ,GS,18/1/2018,Buy
3M ,MMM,16/5/2016,Positive Mention
3M ,MMM,18/6/2019,Negative Mention
Snowflake ,SNOW,21/12/2020,Buy
Tiffany & Co ,TIF,10/3/2017,Positive Mention
Procter & Gamble ,PG,23/1/2018,Buy
World Wrestling Entertain ,WWE,5/4/2019,Negative Mention
Discover Financial Servic ,DFS,31/7/2019,Buy
Copart ,CPRT,25/11/2019,Buy
Polaris Industries ,PII,26/7/2017,Sell
3M ,MMM,16/2/2017,Buy
Texas Instruments ,TXN,4/12/2017,Buy
Raytheon ,RTN,10/1/2018,Buy
Berkshire Hathaway ,BRK.B,27/3/2018,Buy
Edwards Lifesciences ,EW,18/5/2016,Buy
Jack in the Box ,JACK,18/11/2016,Buy
JB Hunt Transport Service ,JBHT,22/1/2019,Buy
Pepsico ,PEP,7/11/2016,Buy
Alphabet ,GOOGL,19/6/2017,Buy
Digital Realty Trust ,DLR,1/7/2016,Buy
CyberArk Software ,CYBR,27/2/2019,Buy
Idexx Laboratories ,IDXX,16/11/2016,Buy
Rivian ,RIVN,4/2/2022,Sell
Stryker ,SYK,28/7/2016,Sell
Target ,TGT,13/7/2020,Buy
Alibaba ,BABA,9/5/2017,Buy
Okta ,OKTA,29/10/2021,Buy
DoorDash ,DASH,7/5/2021,Buy
McDonald's ,MCD,28/4/2016,Positive Mention
Nike ,NKE,20/10/2020,Buy
McDonald's ,MCD,19/4/2017,Buy
IBM ,IBM,16/4/2021,Negative Mention
Johnson & Johnson ,JNJ,12/10/2018,Buy
Jack Henry & Associates ,JKHY,10/7/2018,Buy
Chicago Mercantile Exchan ,CME,1/11/2017,Buy
Caterpillar ,CAT,30/10/2017,Buy
Stanley Black & Decker ,SWK,12/5/2017,Buy
VMware ,VMW,4/1/2021,Buy
Boeing ,BA,2/11/2016,Positive Mention
Amgen ,AMGN,31/10/2016,Negative Mention
Procter & Gamble ,PG,20/10/2020,Positive Mention
Expedia ,EXPE,24/5/2017,Buy
Clorox ,CLX,22/11/2019,Buy
Zebra Technologies ,ZBRA,16/7/2018,Buy
McDonald's ,MCD,2/3/2018,Buy
United Rentals ,URI,16/8/2018,Buy
Pepsico ,PEP,9/7/2021,Buy
Amazon ,AMZN,20/7/2016,Buy
Fidelity National Service ,FIS,7/5/2021,Buy
Thermo Fisher Scientific ,TMO,19/10/2016,Negative Mention
Illumina ,ILMN,17/7/2018,Buy
Apple ,AAPL,15/1/2019,Buy
Honeywell ,HON,19/1/2018,Buy
Chipotle Mexican Grill ,CMG,24/7/2017,Negative Mention
Workday ,WDAY,16/9/2019,Buy
Charles River Labs ,CRL,11/2/2020,Buy
General Dynamics ,GD,6/12/2016,Negative Mention
SPDR Gold Shares ,GLD,3/11/2020,Buy
Teledyne Technologies ,TDY,6/12/2017,Buy
Dollar General ,DG,29/6/2020,Buy
Microsoft ,MSFT,28/7/2021,Buy
Domino's Pizza ,DPZ,11/5/2017,Buy
Amazon ,AMZN,7/11/2016,Buy
3M ,MMM,1/8/2017,Buy
Honeywell ,HON,2/12/2021,Buy
Broadcom ,AVGO,12/4/2017,Buy
Home Depot ,HD,20/6/2019,Positive Mention
Eli Lilly ,LLY,15/6/2021,Sell
Amazon ,AMZN,17/5/2017,Buy
UnitedHealth Group ,UNH,22/1/2018,Buy
Alphabet ,GOOGL,30/5/2017,Positive Mention
Lam Research ,LRCX,16/4/2021,Buy
CoStar Group ,CSGP,5/5/2020,Sell
Alphabet ,GOOGL,11/11/2016,Negative Mention
Netflix ,NFLX,19/4/2016,Negative Mention
RPM International ,RPM,19/4/2016,Buy
Pulte Homes ,PHM,20/4/2016,Negative Mention
Microsoft ,MSFT,22/4/2016,Negative Mention
CVS Health ,CVS,25/4/2016,Buy
Greenhill ,GHL,28/4/2016,Sell
CVS Health ,CVS,29/4/2016,Positive Mention
Hain Celestial Group ,HAIN,29/4/2016,Negative Mention
Hain Celestial Group ,HAIN,4/5/2016,Buy
TrustCo Bank ,TRST,6/5/2016,Negative Mention
Avon Products ,AVP,10/5/2016,Negative Mention
Clorox ,CLX,10/5/2016,Buy
Caterpillar ,CAT,16/5/2016,Positive Mention
Advanced Micro Devices ,AMD,17/5/2016,Negative Mention
Idexx Laboratories ,IDXX,17/5/2016,Buy
Shake Shack ,SHAK,20/5/2016,Negative Mention
Lowe's ,LOW,25/5/2016,Positive Mention
Coca-Cola ,KO,1/6/2016,Negative Mention
JM Smucker ,SJM,3/6/2016,Buy
VF Corp ,VFC,3/6/2016,Buy
Illumina ,ILMN,7/6/2016,Sell
Rite Aid ,RAD,10/6/2016,Positive Mention
American Express ,AXP,20/6/2016,Negative Mention
Lennar ,LEN,21/6/2016,Negative Mention
Popeyes Louisiana Kitchen ,PLKI,21/6/2016,Buy
Cemig ,CIG,24/6/2016,Sell
AstraZeneca ,AZN,30/6/2016,Sell
Domino's Pizza ,DPZ,1/7/2016,Negative Mention
Exelon ,EXC,11/7/2016,Buy
CSX ,CSX,14/7/2016,Positive Mention
Honeywell ,HON,15/7/2016,Buy
Ship Finance Internationa ,SFL,18/7/2016,Positive Mention
Verizon ,VZ,22/7/2016,Positive Mention
Kimberly-Clark ,KMB,25/7/2016,Buy
Frontier Communications ,FTR,26/7/2016,Positive Mention
AK Steel 0ing ,AKS,27/7/2016,Buy
Lowe's ,LOW,27/7/2016,Negative Mention
Panera Bread ,PNRA,27/7/2016,Buy
Panera Bread ,PNRA,28/7/2016,Positive Mention
Zimmer Biomet ,ZBH,28/7/2016,Buy
Apple ,AAPL,1/8/2016,Positive Mention
Block ,SQ,4/8/2016,Buy
W. P. Carey ,WPC,4/8/2016,Sell
Chipotle Mexican Grill ,CMG,24/8/2016,Positive Mention
AT&T ,T,24/8/2016,Buy
Verizon ,VZ,24/8/2016,Buy
PayPal ,PYPL,30/8/2016,Negative Mention
Avid Technology ,AVID,7/9/2016,Positive Mention
TJX Companies ,TJX,9/9/2016,Positive Mention
Impinj ,PI,12/9/2016,Buy
Clorox ,CLX,19/9/2016,Positive Mention
Exelixis ,EXEL,22/9/2016,Buy
Lululemon Athletica ,LULU,22/9/2016,Buy
Vail Resorts ,MTN,23/9/2016,Positive Mention
Applied Materials ,AMAT,26/9/2016,Buy
International Paper ,IP,26/9/2016,Buy
Lumentum 0ings ,LITE,28/9/2016,Negative Mention
Paychex ,PAYX,28/9/2016,Buy
Yum! Brands ,YUM,30/9/2016,Buy
LifeLock ,LOCK,4/10/2016,Sell
Eaton ,ETN,11/10/2016,Negative Mention
IBM ,IBM,14/10/2016,Negative Mention
Old Republic Internationa ,ORI,14/10/2016,Buy
Schlumberger ,SLB,14/10/2016,Positive Mention
Cisco Systems ,CSCO,18/10/2016,Buy
Pegasystems ,PEGA,19/10/2016,Positive Mention
HP ,HPQ,24/10/2016,Buy
KeyCorp ,KEY,25/10/2016,Buy
Impinj ,PI,27/10/2016,Positive Mention
Juniper Networks ,JNPR,28/10/2016,Buy
Nordic American Tanker ,NAT,28/10/2016,Sell
Electronic Arts ,EA,2/11/2016,Buy
KeyCorp ,KEY,2/11/2016,Buy
Kroger ,KR,2/11/2016,Buy
Fitbit ,FIT,3/11/2016,Sell
Take-Two Interactive ,TTWO,3/11/2016,Buy
Universal Insurance ,UVE,3/11/2016,Buy
Alphabet ,GOOGL,7/11/2016,Buy
Hortonworks ,HDP,7/11/2016,Positive Mention
US Foods ,USFD,8/11/2016,Negative Mention
Supernus Pharmaceuticals ,SUPN,11/11/2016,Positive Mention
Home Depot ,HD,17/11/2016,Positive Mention
Schlumberger ,SLB,17/11/2016,Buy
American Electric Power ,AEP,21/11/2016,Buy
Children's Place ,PLCE,21/11/2016,Buy
Newell Brands ,NWL,1/12/2016,Buy
Bank of America ,BAC,8/12/2016,Buy
Fidelity National Service ,FIS,8/12/2016,Buy
Lululemon Athletica ,LULU,8/12/2016,Buy
Carmax ,KMX,16/12/2016,Positive Mention
Gilead Sciences ,GILD,22/12/2016,Negative Mention
Smith & Wesson ,SWHC,22/12/2016,Buy
Endo Pharmaceuticals ,ENDP,3/1/2017,Sell
Advanced Micro Devices ,AMD,4/1/2017,Buy
Freshpet ,FRPT,9/1/2017,Negative Mention
Home Depot ,HD,10/1/2017,Buy
E*TRADE Financial ,ETFC,12/1/2017,Buy
Helmerich & Payne ,HP,12/1/2017,Buy
CenturyLink ,CTL,13/1/2017,Negative Mention
Apple ,AAPL,17/1/2017,Buy
Wells Fargo ,WFC,17/1/2017,Buy
Harley Davidson ,HOG,18/1/2017,Buy
Apple ,AAPL,20/1/2017,Buy
First Solar ,FSLR,20/1/2017,Negative Mention
Jazz Pharmaceuticals ,JAZZ,23/1/2017,Sell
Target ,TGT,23/1/2017,Negative Mention
GasLog Partners ,GLOP,27/1/2017,Buy
Titan International ,TWI,2/2/2017,Buy
MindBody ,MB,7/2/2017,Buy
New York Community Bancor ,NYCB,7/2/2017,Positive Mention
KNOT Offshore Partners ,KNOP,9/2/2017,Sell
Sunoco ,SUN,13/2/2017,Negative Mention
Travelers Companies ,TRV,13/2/2017,Buy
Twilio ,TWLO,16/2/2017,Buy
Consolidated Edison ,ED,24/2/2017,Buy
KBR ,KBR,1/3/2017,Positive Mention
Caterpillar ,CAT,2/3/2017,Negative Mention
Eli Lilly ,LLY,7/3/2017,Buy
Merck ,MRK,7/3/2017,Buy
TG Therapeutics ,TGTX,7/3/2017,Positive Mention
KLA Corp ,KLAC,15/3/2017,Buy
Accenture ,ACN,17/3/2017,Buy
Brookfield Infrastructure ,BIP,17/3/2017,Negative Mention
Finish Line ,FINL,17/3/2017,Negative Mention
Flex ,FLEX,22/3/2017,Buy
Apple Hospitality REIT ,APLE,24/3/2017,Buy
Masimo ,MASI,27/3/2017,Buy
Occidental Petroleum ,OXY,27/3/2017,Buy
AxoGen ,AXGN,11/4/2017,Sell
AMN Healthcare Services ,AMN,12/4/2017,Buy
First Horizon National ,FHN,13/4/2017,Buy
Manitowoc ,MTW,13/4/2017,Positive Mention
Ionis Pharmaceuticals ,IONS,20/4/2017,Negative Mention
Ollie's Bargain Outlet ,OLLI,20/4/2017,Positive Mention
Twitter ,TWTR,20/4/2017,Negative Mention
Briggs & Stratton ,BGG,25/4/2017,Buy
McDonald's ,MCD,25/4/2017,Buy
American Electric Power ,AEP,27/4/2017,Buy
Hawaiian 0ings ,HA,27/4/2017,Positive Mention
CVS Health ,CVS,28/4/2017,Negative Mention
Ford Motor ,F,2/5/2017,Negative Mention
Kohl's ,KSS,2/5/2017,Buy
Macy's ,M,2/5/2017,Negative Mention
International Flavors and ,IFF,5/5/2017,Buy
Team ,TISI,5/5/2017,Sell
Nordic American Tanker ,NAT,8/5/2017,Sell
Nutanix ,NTNX,11/5/2017,Negative Mention
Starbucks ,SBUX,17/5/2017,Buy
TRI Pointe Homes ,TPH,17/5/2017,Buy
Under Armour ,UA,17/5/2017,Negative Mention
Leidos ,LDOS,23/5/2017,Buy
Northrop Grumman ,NOC,25/5/2017,Buy
Now ,DNOW,1/6/2017,Buy
Xerox ,XRX,7/6/2017,Sell
General Dynamics ,GD,8/6/2017,Buy
Valvoline ,VVV,8/6/2017,Buy
International Game Techno ,IGT,9/6/2017,Sell
United Technologies ,UTX,13/6/2017,Buy
Crestwood Equity Partners ,CEQP,15/6/2017,Sell
Wix.com ,WIX,20/6/2017,Buy
Yext ,YEXT,22/6/2017,Positive Mention
Bed Bath & Beyond ,BBBY,23/6/2017,Sell
ON Semiconductor ,ON,7/7/2017,Sell
Canada Goose ,GOOS,10/7/2017,Buy
Mattel ,MAT,10/7/2017,Negative Mention
Mazor Robotics ,MZOR,10/7/2017,Negative Mention
Steelcase ,SCS,13/7/2017,Negative Mention
Groupon ,GRPN,17/7/2017,Buy
Lloyds TSB ,LYG,17/7/2017,Negative Mention
Home Depot ,HD,20/7/2017,Negative Mention
AES Corp ,AES,25/7/2017,Positive Mention
McCormick ,MKC,25/7/2017,Buy
PVH Corp ,PVH,25/7/2017,Buy
United Technologies ,UTX,25/7/2017,Buy
General Electric ,GE,26/7/2017,Negative Mention
Freeport-McMoRan ,FCX,27/7/2017,Buy
Allianceberstein ,AB,31/7/2017,Buy
New York Times ,NYT,31/7/2017,Positive Mention
Twitter ,TWTR,2/8/2017,Negative Mention
DaVita ,DVA,7/8/2017,Sell
Home Depot ,HD,8/8/2017,Buy
Kimberly-Clark ,KMB,8/8/2017,Negative Mention
Apple ,AAPL,17/8/2017,Buy
Bemis ,BMS,17/8/2017,Buy
Pattern Energy ,PEGI,17/8/2017,Buy
Vodafone Group ,VOD,23/8/2017,Buy
3M ,MMM,29/8/2017,Buy
Iconix Brands ,ICON,30/8/2017,Negative Mention
Boeing ,BA,31/8/2017,Buy
XPO Logistics ,XPO,13/9/2017,Buy
Brixmor Property Group ,BRX,15/9/2017,Positive Mention
Ballard Power Systems ,BLDP,18/9/2017,Sell
Finish Line ,FINL,19/9/2017,Sell
CenturyLink ,CTL,25/9/2017,Sell
AT&T ,T,25/9/2017,Positive Mention
Travelers Companies ,TRV,25/9/2017,Buy
Ford Motor ,F,27/9/2017,Negative Mention
Hawaiian 0ings ,HA,27/9/2017,Positive Mention
KB Home ,KBH,29/9/2017,Buy
Lam Research ,LRCX,29/9/2017,Buy
RPM International ,RPM,29/9/2017,Negative Mention
Boeing ,BA,2/10/2017,Buy
Hain Celestial Group ,HAIN,2/10/2017,Buy
ServiceNow ,NOW,2/10/2017,Buy
Becton Dickinson ,BDX,3/10/2017,Buy
Johnson & Johnson ,JNJ,4/10/2017,Negative Mention
United Technologies ,UTX,4/10/2017,Negative Mention
UnitedHealth Group ,UNH,5/10/2017,Buy
Workday ,WDAY,6/10/2017,Buy
Bank of America ,BAC,10/10/2017,Buy
Centene ,CNC,13/10/2017,Buy
Honeywell ,HON,13/10/2017,Positive Mention
NutriSystem ,NTRI,13/10/2017,Negative Mention
DTE Energy ,DTE,16/10/2017,Buy
AT&T ,T,16/10/2017,Positive Mention
Verizon ,VZ,16/10/2017,Positive Mention
Johnson & Johnson ,JNJ,17/10/2017,Buy
Sangamo Therapeutics ,SGMO,17/10/2017,Sell
Lockheed Martin ,LMT,18/10/2017,Buy
Northrop Grumman ,NOC,18/10/2017,Buy
Omega Healthcare ,OHI,19/10/2017,Sell
Coca-Cola ,KO,20/10/2017,Negative Mention
Nike ,NKE,20/10/2017,Negative Mention
Schlumberger ,SLB,20/10/2017,Buy
Corning ,GLW,25/10/2017,Positive Mention
Waste Management ,WM,27/10/2017,Buy
Aurinia Pharmaceuticals ,AUPH,3/11/2017,Positive Mention
Nordstrom ,JWN,3/11/2017,Negative Mention
Boeing ,BA,6/11/2017,Buy
The Trade Desk ,TTD,6/11/2017,Negative Mention
Chipotle Mexican Grill ,CMG,9/11/2017,Negative Mention
The Blackstone Group ,BX,16/11/2017,Buy
Hewlett Packard Enterpris ,HPE,17/11/2017,Negative Mention
Splunk ,SPLK,21/11/2017,Buy
Wendy's ,WEN,21/11/2017,Positive Mention
Palo Alto Networks ,PANW,28/11/2017,Buy
Diplomat Pharmacy ,DPLO,30/11/2017,Sell
Sogou ,SOGO,4/12/2017,Sell
SuperValu ,SVU,4/12/2017,Positive Mention
Sunoco ,SUN,5/12/2017,Negative Mention
Gentex ,GNTX,7/12/2017,Positive Mention
TRI Pointe Homes ,TPH,8/12/2017,Buy
Snap ,SNAP,13/12/2017,Sell
Frontier Communications ,FTR,15/12/2017,Sell
B&G Foods ,BGS,18/12/2017,Buy
